| # | Nest | Binarizacion | %Desc |#Iter |      semilla | BestFit |  GotFit |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |      sshape1 |  0.25 | 2500 |1558370510510 |      62 |    62.0 | mscpd4.txt |   27 |
| 2 |   25 |      sshape1 |  0.25 | 2500 |1558370537254 |      62 |    63.0 | mscpd4.txt |   35 |
| 3 |   25 |      sshape1 |  0.25 | 2500 |1558370571806 |      62 |    63.0 | mscpd4.txt |   47 |
| 4 |   25 |      sshape1 |  0.25 | 2500 |1558370618857 |      62 |    64.0 | mscpd4.txt |   60 |
| 5 |   25 |      sshape1 |  0.25 | 2500 |1558370678760 |      62 |    63.0 | mscpd4.txt |   31 |
| 6 |   25 |      sshape1 |  0.25 | 2500 |1558370709650 |      62 |    63.0 | mscpd4.txt |   44 |
| 7 |   25 |      sshape1 |  0.25 | 2500 |1558370754094 |      62 |    62.0 | mscpd4.txt |   36 |
| 8 |   25 |      sshape1 |  0.25 | 2500 |1558370789624 |      62 |    62.0 | mscpd4.txt |   35 |
| 9 |   25 |      sshape1 |  0.25 | 2500 |1558370825031 |      62 |    62.0 | mscpd4.txt |   29 |
|10 |   25 |      sshape1 |  0.25 | 2500 |1558370854387 |      62 |    62.0 | mscpd4.txt |   28 |
|11 |   25 |      sshape1 |  0.25 | 2500 |1558370882104 |      62 |    62.0 | mscpd4.txt |   29 |
|12 |   25 |      sshape1 |  0.25 | 2500 |1558370911261 |      62 |    63.0 | mscpd4.txt |   19 |
|13 |   25 |      sshape1 |  0.25 | 2500 |1558370930484 |      62 |    63.0 | mscpd4.txt |   56 |
|14 |   25 |      sshape1 |  0.25 | 2500 |1558370986595 |      62 |    64.0 | mscpd4.txt |   74 |
|15 |   25 |      sshape1 |  0.25 | 2500 |1558371060362 |      62 |    64.0 | mscpd4.txt |   66 |
|16 |   25 |      sshape1 |  0.25 | 2500 |1558371126131 |      62 |    62.0 | mscpd4.txt |   36 |
|17 |   25 |      sshape1 |  0.25 | 2500 |1558371162176 |      62 |    64.0 | mscpd4.txt |   35 |
|18 |   25 |      sshape1 |  0.25 | 2500 |1558371197477 |      62 |    62.0 | mscpd4.txt |   28 |
|19 |   25 |      sshape1 |  0.25 | 2500 |1558371225168 |      62 |    64.0 | mscpd4.txt |   68 |
|20 |   25 |      sshape1 |  0.25 | 2500 |1558371292927 |      62 |    63.0 | mscpd4.txt |   33 |
|21 |   25 |      sshape1 |  0.25 | 2500 |1558371326007 |      62 |    62.0 | mscpd4.txt |   20 |
|22 |   25 |      sshape1 |  0.25 | 2500 |1558371346081 |      62 |    63.0 | mscpd4.txt |   30 |
|23 |   25 |      sshape1 |  0.25 | 2500 |1558371376253 |      62 |    62.0 | mscpd4.txt |   30 |
|24 |   25 |      sshape1 |  0.25 | 2500 |1558371405806 |      62 |    63.0 | mscpd4.txt |   37 |
|25 |   25 |      sshape1 |  0.25 | 2500 |1558371442635 |      62 |    64.0 | mscpd4.txt |   56 |
|26 |   25 |      sshape1 |  0.25 | 2500 |1558371498831 |      62 |    63.0 | mscpd4.txt |   52 |
|27 |   25 |      sshape1 |  0.25 | 2500 |1558371550997 |      62 |    62.0 | mscpd4.txt |   22 |
|28 |   25 |      sshape1 |  0.25 | 2500 |1558371572652 |      62 |    63.0 | mscpd4.txt |   50 |
|29 |   25 |      sshape1 |  0.25 | 2500 |1558371622301 |      62 |    64.0 | mscpd4.txt |   41 |
|30 |   25 |      sshape1 |  0.25 | 2500 |1558371663094 |      62 |    62.0 | mscpd4.txt |   18 |
|31 |   25 |      sshape1 |  0.25 | 2500 |1558371681197 |      62 |    62.0 | mscpd4.txt |   19 |
