| # | Nest | Binarizacion | %Desc |#Iter |      semilla | BestFit |  GotFit |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |      vshape1 |  0.25 | 2500 |1558324491818 |     429 |   430.0 | mscp41.txt |   31 |
| 2 |   25 |      vshape1 |  0.25 | 2500 |1558324523047 |     429 |   435.0 | mscp41.txt |   31 |
| 3 |   25 |      vshape1 |  0.25 | 2500 |1558324554420 |     429 |   433.0 | mscp41.txt |   31 |
| 4 |   25 |      vshape1 |  0.25 | 2500 |1558324585588 |     429 |   433.0 | mscp41.txt |   31 |
| 5 |   25 |      vshape1 |  0.25 | 2500 |1558324616691 |     429 |   437.0 | mscp41.txt |   31 |
| 6 |   25 |      vshape1 |  0.25 | 2500 |1558324647959 |     429 |   431.0 | mscp41.txt |   31 |
| 7 |   25 |      vshape1 |  0.25 | 2500 |1558324679125 |     429 |   433.0 | mscp41.txt |   31 |
| 8 |   25 |      vshape1 |  0.25 | 2500 |1558324710375 |     429 |   437.0 | mscp41.txt |   31 |
| 9 |   25 |      vshape1 |  0.25 | 2500 |1558324741535 |     429 |   437.0 | mscp41.txt |   31 |
|10 |   25 |      vshape1 |  0.25 | 2500 |1558324772787 |     429 |   440.0 | mscp41.txt |   31 |
|11 |   25 |      vshape1 |  0.25 | 2500 |1558324804130 |     429 |   432.0 | mscp41.txt |   31 |
|12 |   25 |      vshape1 |  0.25 | 2500 |1558324835400 |     429 |   435.0 | mscp41.txt |   31 |
|13 |   25 |      vshape1 |  0.25 | 2500 |1558324866553 |     429 |   438.0 | mscp41.txt |   31 |
|14 |   25 |      vshape1 |  0.25 | 2500 |1558324897883 |     429 |   433.0 | mscp41.txt |   31 |
|15 |   25 |      vshape1 |  0.25 | 2500 |1558324929130 |     429 |   436.0 | mscp41.txt |   31 |
|16 |   25 |      vshape1 |  0.25 | 2500 |1558324960360 |     429 |   431.0 | mscp41.txt |   31 |
|17 |   25 |      vshape1 |  0.25 | 2500 |1558324991526 |     429 |   431.0 | mscp41.txt |   31 |
|18 |   25 |      vshape1 |  0.25 | 2500 |1558325022722 |     429 |   436.0 | mscp41.txt |   31 |
|19 |   25 |      vshape1 |  0.25 | 2500 |1558325053926 |     429 |   436.0 | mscp41.txt |   31 |
|20 |   25 |      vshape1 |  0.25 | 2500 |1558325085100 |     429 |   436.0 | mscp41.txt |   31 |
|21 |   25 |      vshape1 |  0.25 | 2500 |1558325116352 |     429 |   438.0 | mscp41.txt |   31 |
|22 |   25 |      vshape1 |  0.25 | 2500 |1558325147252 |     429 |   437.0 | mscp41.txt |   31 |
|23 |   25 |      vshape1 |  0.25 | 2500 |1558325178559 |     429 |   435.0 | mscp41.txt |   31 |
|24 |   25 |      vshape1 |  0.25 | 2500 |1558325209898 |     429 |   434.0 | mscp41.txt |   31 |
|25 |   25 |      vshape1 |  0.25 | 2500 |1558325241225 |     429 |   435.0 | mscp41.txt |   31 |
|26 |   25 |      vshape1 |  0.25 | 2500 |1558325272441 |     429 |   436.0 | mscp41.txt |   31 |
|27 |   25 |      vshape1 |  0.25 | 2500 |1558325303552 |     429 |   432.0 | mscp41.txt |   31 |
|28 |   25 |      vshape1 |  0.25 | 2500 |1558325334793 |     429 |   433.0 | mscp41.txt |   31 |
|29 |   25 |      vshape1 |  0.25 | 2500 |1558325365833 |     429 |   435.0 | mscp41.txt |   31 |
|30 |   25 |      vshape1 |  0.25 | 2500 |1558325396914 |     429 |   432.0 | mscp41.txt |   31 |
|31 |   25 |      vshape1 |  0.25 | 2500 |1558325427988 |     429 |   436.0 | mscp41.txt |   31 |
