| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961310652 |     302 |   311.0 |    2,98 | mscp52.txt |  3,8 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961314442 |     302 |   314.0 |    3,97 | mscp52.txt |  3,6 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961318030 |     302 |   311.0 |    2,98 | mscp52.txt |  3,8 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961321814 |     302 |   308.0 |    1,99 | mscp52.txt |  4,8 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961326637 |     302 |   315.0 |    4,30 | mscp52.txt |  5,2 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961331850 |     302 |   310.0 |    2,65 | mscp52.txt |  5,9 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961337727 |     302 |   311.0 |    2,98 | mscp52.txt |  4,3 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961342048 |     302 |   310.0 |    2,65 | mscp52.txt |  4,2 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961346268 |     302 |   306.0 |    1,32 | mscp52.txt |  4,0 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961350236 |     302 |   307.0 |    1,66 | mscp52.txt |  4,4 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961354592 |     302 |   306.0 |    1,32 | mscp52.txt |  4,4 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961359030 |     302 |   315.0 |    4,30 | mscp52.txt |  3,5 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961362540 |     302 |   309.0 |    2,32 | mscp52.txt |  3,6 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961366182 |     302 |   308.0 |    1,99 | mscp52.txt |  4,6 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961370808 |     302 |   311.0 |    2,98 | mscp52.txt |  3,5 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961374347 |     302 |   305.0 |    0,99 | mscp52.txt |  4,3 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961378653 |     302 |   308.0 |    1,99 | mscp52.txt |  7,3 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961385992 |     302 |   318.0 |    5,30 | mscp52.txt |  5,3 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961391328 |     302 |   308.0 |    1,99 | mscp52.txt |  4,4 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961395736 |     302 |   312.0 |    3,31 | mscp52.txt |  5,3 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961400997 |     302 |   314.0 |    3,97 | mscp52.txt |  4,3 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961405274 |     302 |   307.0 |    1,66 | mscp52.txt |  4,7 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961410019 |     302 |   310.0 |    2,65 | mscp52.txt |  4,1 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961414133 |     302 |   306.0 |    1,32 | mscp52.txt |  5,0 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961419117 |     302 |   314.0 |    3,97 | mscp52.txt |  4,8 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961423909 |     302 |   310.0 |    2,65 | mscp52.txt |  3,6 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961427518 |     302 |   307.0 |    1,66 | mscp52.txt |  4,7 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961432216 |     302 |   310.0 |    2,65 | mscp52.txt |  4,8 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961437066 |     302 |   313.0 |    3,64 | mscp52.txt |  3,3 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961440368 |     302 |   316.0 |    4,64 | mscp52.txt |  3,7 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961444025 |     302 |   306.0 |    1,32 | mscp52.txt |  4,3 |
