| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990105839 |      58 | 19251.0 |33091,38 |mscpnrh4.txt |   73 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990178355 |      58 | 18988.0 |32637,93 |mscpnrh4.txt |   72 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990250131 |      58 | 19329.0 |33225,86 |mscpnrh4.txt |   71 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990320922 |      58 | 19424.0 |33389,66 |mscpnrh4.txt |   70 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990391168 |      58 | 19359.0 |33277,59 |mscpnrh4.txt |   71 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990462400 |      58 | 18981.0 |32625,86 |mscpnrh4.txt |   71 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990533830 |      58 | 19297.0 |33170,69 |mscpnrh4.txt |   72 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990605341 |      58 | 19395.0 |33339,66 |mscpnrh4.txt |   72 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990676991 |      58 | 19228.0 |33051,72 |mscpnrh4.txt |   72 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990749238 |      58 | 19375.0 |33305,17 |mscpnrh4.txt |   72 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990820828 |      58 | 19314.0 |33200,00 |mscpnrh4.txt |   72 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990892572 |      58 | 18943.0 |32560,35 |mscpnrh4.txt |   71 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560990963474 |      58 | 19052.0 |32748,28 |mscpnrh4.txt |   72 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991035779 |      58 | 18837.0 |32377,58 |mscpnrh4.txt |   72 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991107738 |      58 | 18950.0 |32572,42 |mscpnrh4.txt |   71 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991179221 |      58 | 19034.0 |32717,24 |mscpnrh4.txt |   72 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991250853 |      58 | 19068.0 |32775,86 |mscpnrh4.txt |   72 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991322780 |      58 | 18923.0 |32525,86 |mscpnrh4.txt |   72 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991394693 |      58 | 18990.0 |32641,38 |mscpnrh4.txt |   72 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991466527 |      58 | 18726.0 |32186,21 |mscpnrh4.txt |   71 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991537957 |      58 | 18913.0 |32508,62 |mscpnrh4.txt |   71 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991609288 |      58 | 19418.0 |33379,31 |mscpnrh4.txt |   72 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991681209 |      58 | 18907.0 |32498,28 |mscpnrh4.txt |   72 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991752820 |      58 | 19466.0 |33462,07 |mscpnrh4.txt |   72 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991824943 |      58 | 19388.0 |33327,59 |mscpnrh4.txt |   72 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991896487 |      58 | 19048.0 |32741,38 |mscpnrh4.txt |   71 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560991967833 |      58 | 19095.0 |32822,41 |mscpnrh4.txt |   71 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992039310 |      58 | 19285.0 |33150,00 |mscpnrh4.txt |   72 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992111001 |      58 | 19004.0 |32665,52 |mscpnrh4.txt |   72 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992182742 |      58 | 18989.0 |32639,65 |mscpnrh4.txt |   72 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992254445 |      58 | 19489.0 |33501,72 |mscpnrh4.txt |   72 |
