| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968107012 |      72 |  3097.0 | 4201,39 | mscpd3.txt |   17 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968123581 |      72 |  3088.0 | 4188,89 | mscpd3.txt |   17 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968140168 |      72 |  3152.0 | 4277,78 | mscpd3.txt |   17 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968156721 |      72 |  3179.0 | 4315,28 | mscpd3.txt |   16 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968173190 |      72 |  3258.0 | 4425,00 | mscpd3.txt |   16 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968189663 |      72 |  3177.0 | 4312,50 | mscpd3.txt |   16 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968206074 |      72 |  3052.0 | 4138,89 | mscpd3.txt |   17 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968222730 |      72 |  3125.0 | 4240,28 | mscpd3.txt |   17 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968239407 |      72 |  3187.0 | 4326,39 | mscpd3.txt |   17 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968256058 |      72 |  3134.0 | 4252,78 | mscpd3.txt |   17 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968272675 |      72 |  3044.0 | 4127,78 | mscpd3.txt |   17 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968289319 |      72 |  2995.0 | 4059,72 | mscpd3.txt |   17 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968306142 |      72 |  3245.0 | 4406,94 | mscpd3.txt |   17 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968322879 |      72 |  3192.0 | 4333,33 | mscpd3.txt |   17 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968339528 |      72 |  3194.0 | 4336,11 | mscpd3.txt |   16 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968355251 |      72 |  3090.0 | 4191,67 | mscpd3.txt |   15 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968370533 |      72 |  3036.0 | 4116,67 | mscpd3.txt |   15 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968385757 |      72 |  3148.0 | 4272,22 | mscpd3.txt |   15 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968401067 |      72 |  3175.0 | 4309,72 | mscpd3.txt |   15 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968416291 |      72 |  3134.0 | 4252,78 | mscpd3.txt |   15 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968431480 |      72 |  3166.0 | 4297,22 | mscpd3.txt |   15 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968446571 |      72 |  3113.0 | 4223,61 | mscpd3.txt |   15 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968461857 |      72 |  3120.0 | 4233,33 | mscpd3.txt |   15 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968477206 |      72 |  3110.0 | 4219,44 | mscpd3.txt |   16 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968493226 |      72 |  2963.0 | 4015,28 | mscpd3.txt |   16 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968508764 |      72 |  3148.0 | 4272,22 | mscpd3.txt |   15 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968524141 |      72 |  2877.0 | 3895,83 | mscpd3.txt |   16 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968539679 |      72 |  3182.0 | 4319,44 | mscpd3.txt |   16 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968555187 |      72 |  3114.0 | 4225,00 | mscpd3.txt |   16 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968570691 |      72 |  3045.0 | 4129,17 | mscpd3.txt |   15 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560968586175 |      72 |  3068.0 | 4161,11 | mscpd3.txt |   15 |
