| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961448375 |     226 |   230.0 |    1,77 | mscp53.txt |  3,0 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961451414 |     226 |   239.0 |    5,75 | mscp53.txt |  3,0 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961454388 |     226 |   229.0 |    1,33 | mscp53.txt |  3,0 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961457401 |     226 |   230.0 |    1,77 | mscp53.txt |  3,0 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961460390 |     226 |   229.0 |    1,33 | mscp53.txt |  3,1 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961463540 |     226 |   230.0 |    1,77 | mscp53.txt |  3,2 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961466696 |     226 |   239.0 |    5,75 | mscp53.txt |  3,1 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961469750 |     226 |   230.0 |    1,77 | mscp53.txt |  3,8 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961473561 |     226 |   231.0 |    2,21 | mscp53.txt |  3,0 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961476610 |     226 |   230.0 |    1,77 | mscp53.txt |  2,7 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961479354 |     226 |   230.0 |    1,77 | mscp53.txt |  2,9 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961482272 |     226 |   229.0 |    1,33 | mscp53.txt |  2,7 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961484986 |     226 |   230.0 |    1,77 | mscp53.txt |  3,2 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961488226 |     226 |   229.0 |    1,33 | mscp53.txt |  2,9 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961491155 |     226 |   230.0 |    1,77 | mscp53.txt |  2,6 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961493741 |     226 |   230.0 |    1,77 | mscp53.txt |  3,3 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961497072 |     226 |   229.0 |    1,33 | mscp53.txt |  3,1 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961500169 |     226 |   229.0 |    1,33 | mscp53.txt |  3,8 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961503974 |     226 |   230.0 |    1,77 | mscp53.txt |  3,3 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961507297 |     226 |   230.0 |    1,77 | mscp53.txt |  2,7 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961510006 |     226 |   229.0 |    1,33 | mscp53.txt |  3,0 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961512965 |     226 |   229.0 |    1,33 | mscp53.txt |  3,4 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961516363 |     226 |   229.0 |    1,33 | mscp53.txt |  2,5 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961518823 |     226 |   230.0 |    1,77 | mscp53.txt |  2,6 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961521416 |     226 |   230.0 |    1,77 | mscp53.txt |  3,8 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961525226 |     226 |   238.0 |    5,31 | mscp53.txt |  2,8 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961528072 |     226 |   229.0 |    1,33 | mscp53.txt |  3,3 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961531334 |     226 |   229.0 |    1,33 | mscp53.txt |  3,0 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961534364 |     226 |   230.0 |    1,77 | mscp53.txt |  3,1 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961537436 |     226 |   229.0 |    1,33 | mscp53.txt |  2,7 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961540178 |     226 |   230.0 |    1,77 | mscp53.txt |  2,9 |
