| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960651787 |     560 |   564.0 |    0,71 | mscp46.txt |  3,7 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960655537 |     560 |   564.0 |    0,71 | mscp46.txt |  3,2 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960658716 |     560 |   564.0 |    0,71 | mscp46.txt |  3,1 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960661812 |     560 |   566.0 |    1,07 | mscp46.txt |  3,6 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960665455 |     560 |   563.0 |    0,54 | mscp46.txt |  3,8 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960669264 |     560 |   564.0 |    0,71 | mscp46.txt |  3,2 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960672492 |     560 |   564.0 |    0,71 | mscp46.txt |  3,8 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960676275 |     560 |   564.0 |    0,71 | mscp46.txt |  3,1 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960679391 |     560 |   562.0 |    0,36 | mscp46.txt |  5,4 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960684830 |     560 |   568.0 |    1,43 | mscp46.txt |  3,2 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960688076 |     560 |   562.0 |    0,36 | mscp46.txt |  3,1 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960691219 |     560 |   563.0 |    0,54 | mscp46.txt |  3,7 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960694882 |     560 |   565.0 |    0,89 | mscp46.txt |  2,9 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960697751 |     560 |   564.0 |    0,71 | mscp46.txt |  2,9 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960700671 |     560 |   564.0 |    0,71 | mscp46.txt |  2,9 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960703605 |     560 |   561.0 |    0,18 | mscp46.txt |  4,3 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960707862 |     560 |   562.0 |    0,36 | mscp46.txt |  4,4 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960712269 |     560 |   564.0 |    0,71 | mscp46.txt |  4,2 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960716494 |     560 |   563.0 |    0,54 | mscp46.txt |  6,2 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960722699 |     560 |   562.0 |    0,36 | mscp46.txt |  4,1 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960726786 |     560 |   563.0 |    0,54 | mscp46.txt |  3,9 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960730645 |     560 |   566.0 |    1,07 | mscp46.txt |  3,8 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960734449 |     560 |   562.0 |    0,36 | mscp46.txt |  3,4 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960737865 |     560 |   563.0 |    0,54 | mscp46.txt |  3,7 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960741556 |     560 |   568.0 |    1,43 | mscp46.txt |  4,4 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960745993 |     560 |   563.0 |    0,54 | mscp46.txt |  3,6 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960749635 |     560 |   563.0 |    0,54 | mscp46.txt |  5,6 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960755259 |     560 |   561.0 |    0,18 | mscp46.txt |  2,9 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960758183 |     560 |   564.0 |    0,71 | mscp46.txt |  2,9 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960761120 |     560 |   562.0 |    0,36 | mscp46.txt |  3,7 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960764806 |     560 |   562.0 |    0,36 | mscp46.txt |  4,1 |
