| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964679503 |      79 |  2080.0 | 2532,91 | mscpb4.txt |   11 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964690387 |      79 |   142.0 |   79,75 | mscpb4.txt |  4,7 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964695097 |      79 |  2013.0 | 2448,10 | mscpb4.txt |   11 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964706089 |      79 |   142.0 |   79,75 | mscpb4.txt |  6,5 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964712594 |      79 |  2148.0 | 2618,99 | mscpb4.txt |   11 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964723488 |      79 |   126.0 |   59,49 | mscpb4.txt |  4,6 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964728122 |      79 |  1997.0 | 2427,85 | mscpb4.txt |   11 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964739175 |      79 |  1970.0 | 2393,67 | mscpb4.txt |   11 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964750238 |      79 |  2011.0 | 2445,57 | mscpb4.txt |   11 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964761152 |      79 |  2053.0 | 2498,73 | mscpb4.txt |   11 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964772048 |      79 |  2014.0 | 2449,37 | mscpb4.txt |   11 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964782927 |      79 |  2048.0 | 2492,41 | mscpb4.txt |   11 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964793793 |      79 |   161.0 |  103,80 | mscpb4.txt |  4,6 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964798373 |      79 |   117.0 |   48,10 | mscpb4.txt |  8,5 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964806914 |      79 |  1979.0 | 2405,06 | mscpb4.txt |   11 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964817785 |      79 |  1916.0 | 2325,32 | mscpb4.txt |   11 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964828599 |      79 |  1963.0 | 2384,81 | mscpb4.txt |   11 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964839463 |      79 |  2056.0 | 2502,53 | mscpb4.txt |   11 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964850317 |      79 |   127.0 |   60,76 | mscpb4.txt |  6,5 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964856789 |      79 |  2023.0 | 2460,76 | mscpb4.txt |   11 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964867557 |      79 |  1964.0 | 2386,08 | mscpb4.txt |   11 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964878345 |      79 |  2038.0 | 2479,75 | mscpb4.txt |   11 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964889277 |      79 |  2021.0 | 2458,23 | mscpb4.txt |   11 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964900003 |      79 |  1924.0 | 2335,44 | mscpb4.txt |   11 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964910765 |      79 |   141.0 |   78,48 | mscpb4.txt |  5,1 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964915874 |      79 |  2059.0 | 2506,33 | mscpb4.txt |   11 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964926696 |      79 |  2019.0 | 2455,70 | mscpb4.txt |   11 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964937444 |      79 |   115.0 |   45,57 | mscpb4.txt |  4,3 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964941730 |      79 |   156.0 |   97,47 | mscpb4.txt |  5,0 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964946734 |      79 |  2117.0 | 2579,75 | mscpb4.txt |   11 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964957577 |      79 |  1878.0 | 2277,22 | mscpb4.txt |   11 |
