| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964968298 |      72 |  1748.0 | 2327,78 | mscpb5.txt |   10 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964978630 |      72 |   121.0 |   68,06 | mscpb5.txt |  5,0 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964983603 |      72 |  1810.0 | 2413,89 | mscpb5.txt |   10 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964993908 |      72 |   129.0 |   79,17 | mscpb5.txt |  4,7 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964998608 |      72 |  1832.0 | 2444,44 | mscpb5.txt |   10 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965008912 |      72 |   107.0 |   48,61 | mscpb5.txt |  7,3 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965016192 |      72 |  1781.0 | 2373,61 | mscpb5.txt |   10 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965026413 |      72 |  1819.0 | 2426,39 | mscpb5.txt |   10 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965036612 |      72 |  1901.0 | 2540,28 | mscpb5.txt |   10 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965046695 |      72 |   101.0 |   40,28 | mscpb5.txt |  5,2 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965051902 |      72 |  1808.0 | 2411,11 | mscpb5.txt |   10 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965062057 |      72 |   108.0 |   50,00 | mscpb5.txt |  5,1 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965067173 |      72 |   138.0 |   91,67 | mscpb5.txt |  7,7 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965074920 |      72 |  1729.0 | 2301,39 | mscpb5.txt |   11 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965086113 |      72 |   128.0 |   77,78 | mscpb5.txt |  5,1 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965091184 |      72 |  1777.0 | 2368,06 | mscpb5.txt |   11 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965102084 |      72 |  1872.0 | 2500,00 | mscpb5.txt |   11 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965112957 |      72 |   103.0 |   43,06 | mscpb5.txt |  7,2 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965120120 |      72 |  1793.0 | 2390,28 | mscpb5.txt |   11 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965131063 |      72 |  1760.0 | 2344,44 | mscpb5.txt |   11 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965141811 |      72 |  1781.0 | 2373,61 | mscpb5.txt |   11 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965152607 |      72 |   124.0 |   72,22 | mscpb5.txt |  6,3 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965158902 |      72 |   121.0 |   68,06 | mscpb5.txt |  7,2 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965166094 |      72 |   147.0 |  104,17 | mscpb5.txt |  5,1 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965171152 |      72 |  1816.0 | 2422,22 | mscpb5.txt |   11 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965182015 |      72 |   124.0 |   72,22 | mscpb5.txt |  4,9 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965186950 |      72 |  1876.0 | 2505,56 | mscpb5.txt |   11 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965197771 |      72 |  1809.0 | 2412,50 | mscpb5.txt |   11 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965208722 |      72 |  1840.0 | 2455,56 | mscpb5.txt |   11 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965219584 |      72 |  1874.0 | 2502,78 | mscpb5.txt |   11 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965230343 |      72 |  1878.0 | 2508,33 | mscpb5.txt |   11 |
