| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962689170 |     253 |   259.0 |    2,37 | mscpa1.txt |  5,2 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962694387 |     253 |   259.0 |    2,37 | mscpa1.txt |  6,4 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962700762 |     253 |   256.0 |    1,19 | mscpa1.txt |  5,8 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962706566 |     253 |   261.0 |    3,16 | mscpa1.txt |  6,2 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962712724 |     253 |   254.0 |    0,40 | mscpa1.txt |  6,2 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962718878 |     253 |   259.0 |    2,37 | mscpa1.txt |  9,9 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962728814 |     253 |   254.0 |    0,40 | mscpa1.txt |  7,1 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962735932 |     253 |   258.0 |    1,98 | mscpa1.txt |  6,0 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962741961 |     253 |   260.0 |    2,77 | mscpa1.txt |  8,5 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962750499 |     253 |   256.0 |    1,19 | mscpa1.txt |  5,5 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962756036 |     253 |   259.0 |    2,37 | mscpa1.txt |  6,4 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962762485 |     253 |   256.0 |    1,19 | mscpa1.txt |  5,6 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962768118 |     253 |   257.0 |    1,58 | mscpa1.txt |   10 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962778424 |     253 |   259.0 |    2,37 | mscpa1.txt |  5,8 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962784227 |     253 |   254.0 |    0,40 | mscpa1.txt |  6,8 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962791018 |     253 |   259.0 |    2,37 | mscpa1.txt |  6,8 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962797820 |     253 |   256.0 |    1,19 | mscpa1.txt |  5,7 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962803482 |     253 |   254.0 |    0,40 | mscpa1.txt |  5,6 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962809114 |     253 |   257.0 |    1,58 | mscpa1.txt |  7,2 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962816296 |     253 |   256.0 |    1,19 | mscpa1.txt |  6,7 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962822996 |     253 |   255.0 |    0,79 | mscpa1.txt |  9,0 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962832009 |     253 |   256.0 |    1,19 | mscpa1.txt |  5,4 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962837448 |     253 |   260.0 |    2,77 | mscpa1.txt |  6,0 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962843494 |     253 |   256.0 |    1,19 | mscpa1.txt |  5,3 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962848817 |     253 |   260.0 |    2,77 | mscpa1.txt |  6,1 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962854951 |     253 |   256.0 |    1,19 | mscpa1.txt |  7,7 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962862679 |     253 |   254.0 |    0,40 | mscpa1.txt |  6,3 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962868937 |     253 |   255.0 |    0,79 | mscpa1.txt |  6,4 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962875326 |     253 |   260.0 |    2,77 | mscpa1.txt |  5,3 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962880603 |     253 |   254.0 |    0,40 | mscpa1.txt |  5,9 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962886536 |     253 |   256.0 |    1,19 | mscpa1.txt |  5,3 |
