| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964355586 |      80 |  2270.0 | 2737,50 | mscpb3.txt |   11 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964366552 |      80 |  2216.0 | 2670,00 | mscpb3.txt |   11 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964377809 |      80 |  2272.0 | 2740,00 | mscpb3.txt |   11 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964388785 |      80 |  2091.0 | 2513,75 | mscpb3.txt |   11 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964399697 |      80 |  2248.0 | 2710,00 | mscpb3.txt |   11 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964410849 |      80 |   141.0 |   76,25 | mscpb3.txt |  5,6 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964416411 |      80 |  2176.0 | 2620,00 | mscpb3.txt |   11 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964427277 |      80 |  2260.0 | 2725,00 | mscpb3.txt |   11 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964438242 |      80 |   154.0 |   92,50 | mscpb3.txt |   11 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964449210 |      80 |  2303.0 | 2778,75 | mscpb3.txt |   11 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964460335 |      80 |  2229.0 | 2686,25 | mscpb3.txt |   11 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964471609 |      80 |  2265.0 | 2731,25 | mscpb3.txt |   11 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964482624 |      80 |   125.0 |   56,25 | mscpb3.txt |  6,9 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964489485 |      80 |  2282.0 | 2752,50 | mscpb3.txt |   11 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964500326 |      80 |  2201.0 | 2651,25 | mscpb3.txt |   11 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964511239 |      80 |   115.0 |   43,75 | mscpb3.txt |  5,8 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964517002 |      80 |  2203.0 | 2653,75 | mscpb3.txt |   11 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964528119 |      80 |  2335.0 | 2818,75 | mscpb3.txt |   11 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964539054 |      80 |  2171.0 | 2613,75 | mscpb3.txt |   11 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964550341 |      80 |  2321.0 | 2801,25 | mscpb3.txt |   11 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964561386 |      80 |  2178.0 | 2622,50 | mscpb3.txt |   11 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964572446 |      80 |  2186.0 | 2632,50 | mscpb3.txt |   11 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964583784 |      80 |  2225.0 | 2681,25 | mscpb3.txt |   11 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964594748 |      80 |  2289.0 | 2761,25 | mscpb3.txt |   11 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964605778 |      80 |  2323.0 | 2803,75 | mscpb3.txt |   11 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964617005 |      80 |  2274.0 | 2742,50 | mscpb3.txt |   11 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964628063 |      80 |  2175.0 | 2618,75 | mscpb3.txt |   11 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964639137 |      80 |  2370.0 | 2862,50 | mscpb3.txt |   12 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964650732 |      80 |   130.0 |   62,50 | mscpb3.txt |  6,7 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964657460 |      80 |  2158.0 | 2597,50 | mscpb3.txt |   11 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560964668511 |      80 |  2281.0 | 2751,25 | mscpb3.txt |   11 |
