| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965605194 |     219 |   227.0 |    3,65 | mscpc2.txt |   12 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965616948 |     219 |   224.0 |    2,28 | mscpc2.txt |  9,3 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965626248 |     219 |   226.0 |    3,20 | mscpc2.txt |  7,8 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965634087 |     219 |   221.0 |    0,91 | mscpc2.txt |   11 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965645294 |     219 |   225.0 |    2,74 | mscpc2.txt |  8,8 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965654135 |     219 |   224.0 |    2,28 | mscpc2.txt |   15 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965669371 |     219 |   223.0 |    1,83 | mscpc2.txt |  8,1 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965677444 |     219 |   224.0 |    2,28 | mscpc2.txt |  8,9 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965686378 |     219 |   221.0 |    0,91 | mscpc2.txt |   21 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965707396 |     219 |   223.0 |    1,83 | mscpc2.txt |   16 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965723671 |     219 |   222.0 |    1,37 | mscpc2.txt |  9,0 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965732689 |     219 |   224.0 |    2,28 | mscpc2.txt |  9,6 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965742262 |     219 |   223.0 |    1,83 | mscpc2.txt |  9,1 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965751316 |     219 |   221.0 |    0,91 | mscpc2.txt |  8,5 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965759790 |     219 |   224.0 |    2,28 | mscpc2.txt |  8,5 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965768262 |     219 |   223.0 |    1,83 | mscpc2.txt |   11 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965779278 |     219 |   224.0 |    2,28 | mscpc2.txt |   25 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965804676 |     219 |   223.0 |    1,83 | mscpc2.txt |   17 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965821414 |     219 |   230.0 |    5,02 | mscpc2.txt |  8,1 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965829466 |     219 |   224.0 |    2,28 | mscpc2.txt |  8,5 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965838000 |     219 |   225.0 |    2,74 | mscpc2.txt |   17 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965855484 |     219 |   222.0 |    1,37 | mscpc2.txt |  8,7 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965864171 |     219 |   230.0 |    5,02 | mscpc2.txt |  7,2 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965871383 |     219 |   224.0 |    2,28 | mscpc2.txt |  8,9 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965880271 |     219 |   229.0 |    4,57 | mscpc2.txt |   20 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965899945 |     219 |   223.0 |    1,83 | mscpc2.txt |  8,5 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965908455 |     219 |   221.0 |    0,91 | mscpc2.txt |  8,5 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965916983 |     219 |   220.0 |    0,46 | mscpc2.txt |   10 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965927212 |     219 |   229.0 |    4,57 | mscpc2.txt |   15 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965942250 |     219 |   221.0 |    0,91 | mscpc2.txt |  9,8 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965952044 |     219 |   221.0 |    0,91 | mscpc2.txt |   12 |
