| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560974913210 |     176 | 11218.0 | 6273,86 |mscpnrg1.txt |   58 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560974971063 |     176 | 11373.0 | 6361,93 |mscpnrg1.txt |   57 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975028453 |     176 | 11340.0 | 6343,18 |mscpnrg1.txt |   57 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975085464 |     176 | 11555.0 | 6465,34 |mscpnrg1.txt |   57 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975142512 |     176 | 11377.0 | 6364,20 |mscpnrg1.txt |   58 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975200800 |     176 | 11491.0 | 6428,98 |mscpnrg1.txt |   60 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975260656 |     176 | 11357.0 | 6352,84 |mscpnrg1.txt |   59 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975319599 |     176 | 11425.0 | 6391,48 |mscpnrg1.txt |   58 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975377321 |     176 | 11418.0 | 6387,50 |mscpnrg1.txt |   57 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975434704 |     176 | 11624.0 | 6504,55 |mscpnrg1.txt |   57 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975491614 |     176 | 11414.0 | 6385,23 |mscpnrg1.txt |   57 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975548713 |     176 | 11453.0 | 6407,39 |mscpnrg1.txt |   57 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975605954 |     176 | 11490.0 | 6428,41 |mscpnrg1.txt |   59 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975664624 |     176 | 11482.0 | 6423,86 |mscpnrg1.txt |   64 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975728231 |     176 | 11258.0 | 6296,59 |mscpnrg1.txt |   64 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975791866 |     176 | 11406.0 | 6380,68 |mscpnrg1.txt |   64 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975856055 |     176 | 11072.0 | 6190,91 |mscpnrg1.txt |   63 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975919442 |     176 | 11575.0 | 6476,70 |mscpnrg1.txt |   61 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560975980335 |     176 | 11422.0 | 6389,77 |mscpnrg1.txt |   58 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976038081 |     176 | 11527.0 | 6449,43 |mscpnrg1.txt |   57 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976095207 |     176 | 11094.0 | 6203,41 |mscpnrg1.txt |   58 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976152788 |     176 | 11610.0 | 6496,59 |mscpnrg1.txt |   58 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976210682 |     176 | 11268.0 | 6302,27 |mscpnrg1.txt |   57 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976267705 |     176 | 11284.0 | 6311,36 |mscpnrg1.txt |   57 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976324634 |     176 | 11537.0 | 6455,11 |mscpnrg1.txt |   58 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976382431 |     176 | 11162.0 | 6242,05 |mscpnrg1.txt |   58 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976440043 |     176 | 11189.0 | 6257,39 |mscpnrg1.txt |   57 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976496891 |     176 | 11567.0 | 6472,16 |mscpnrg1.txt |   57 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976554259 |     176 | 11308.0 | 6325,00 |mscpnrg1.txt |   58 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976612035 |     176 | 10667.0 | 5960,80 |mscpnrg1.txt |   57 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560976669456 |     176 | 11394.0 | 6373,86 |mscpnrg1.txt |   57 |
