| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960252145 |     512 |   514.0 |    0,39 | mscp42.txt |  3,9 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960256066 |     512 |   527.0 |    2,93 | mscp42.txt |  3,5 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960259597 |     512 |   524.0 |    2,34 | mscp42.txt |  2,8 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960262427 |     512 |   533.0 |    4,10 | mscp42.txt |  3,9 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960266292 |     512 |   517.0 |    0,98 | mscp42.txt |  2,9 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960269217 |     512 |   520.0 |    1,56 | mscp42.txt |  3,2 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960272426 |     512 |   514.0 |    0,39 | mscp42.txt |  3,5 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960275898 |     512 |   525.0 |    2,54 | mscp42.txt |  3,0 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960278888 |     512 |   526.0 |    2,73 | mscp42.txt |  3,6 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960282522 |     512 |   518.0 |    1,17 | mscp42.txt |  4,0 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960286558 |     512 |   522.0 |    1,95 | mscp42.txt |  4,3 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960290818 |     512 |   523.0 |    2,15 | mscp42.txt |  3,8 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960294607 |     512 |   524.0 |    2,34 | mscp42.txt |  3,2 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960297784 |     512 |   521.0 |    1,76 | mscp42.txt |  3,9 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960301639 |     512 |   524.0 |    2,34 | mscp42.txt |  3,5 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960305121 |     512 |   524.0 |    2,34 | mscp42.txt |  2,9 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960308006 |     512 |   513.0 |    0,20 | mscp42.txt |  3,4 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960311437 |     512 |   521.0 |    1,76 | mscp42.txt |  3,7 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960315099 |     512 |   513.0 |    0,20 | mscp42.txt |  3,3 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960318350 |     512 |   514.0 |    0,39 | mscp42.txt |  3,4 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960321789 |     512 |   521.0 |    1,76 | mscp42.txt |  3,0 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960324832 |     512 |   522.0 |    1,95 | mscp42.txt |  3,6 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960328434 |     512 |   522.0 |    1,95 | mscp42.txt |  3,2 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960331653 |     512 |   515.0 |    0,59 | mscp42.txt |  2,9 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960334575 |     512 |   525.0 |    2,54 | mscp42.txt |  3,7 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960338319 |     512 |   526.0 |    2,73 | mscp42.txt |  3,1 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960341453 |     512 |   522.0 |    1,95 | mscp42.txt |  3,1 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960344505 |     512 |   522.0 |    1,95 | mscp42.txt |  3,3 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960347821 |     512 |   515.0 |    0,59 | mscp42.txt |  3,2 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960350992 |     512 |   514.0 |    0,39 | mscp42.txt |  3,9 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960354886 |     512 |   514.0 |    0,39 | mscp42.txt |  3,6 |
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1561079856272 |     512 |   514.0 |    0,39 | mscp42.txt |  3,2 |
