| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961945493 |     288 |   288.0 |    0,00 | mscp58.txt |  3,7 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961949184 |     288 |   288.0 |    0,00 | mscp58.txt |  3,3 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961952452 |     288 |   290.0 |    0,69 | mscp58.txt |  3,5 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961955983 |     288 |   296.0 |    2,78 | mscp58.txt |  3,5 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961959488 |     288 |   288.0 |    0,00 | mscp58.txt |  4,1 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961963570 |     288 |   304.0 |    5,56 | mscp58.txt |  3,3 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961966900 |     288 |   290.0 |    0,69 | mscp58.txt |  4,1 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961970965 |     288 |   288.0 |    0,00 | mscp58.txt |  3,2 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961974134 |     288 |   293.0 |    1,74 | mscp58.txt |  3,5 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961977656 |     288 |   289.0 |    0,35 | mscp58.txt |  3,8 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961981480 |     288 |   288.0 |    0,00 | mscp58.txt |  3,6 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961985129 |     288 |   288.0 |    0,00 | mscp58.txt |  3,1 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961988249 |     288 |   288.0 |    0,00 | mscp58.txt |  3,2 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961991429 |     288 |   291.0 |    1,04 | mscp58.txt |  3,1 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961994531 |     288 |   296.0 |    2,78 | mscp58.txt |  3,8 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560961998374 |     288 |   290.0 |    0,69 | mscp58.txt |  3,5 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962001859 |     288 |   294.0 |    2,08 | mscp58.txt |  3,6 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962005424 |     288 |   299.0 |    3,82 | mscp58.txt |  3,8 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962009206 |     288 |   296.0 |    2,78 | mscp58.txt |  3,1 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962012320 |     288 |   301.0 |    4,51 | mscp58.txt |  3,3 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962015613 |     288 |   288.0 |    0,00 | mscp58.txt |  3,9 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962019471 |     288 |   290.0 |    0,69 | mscp58.txt |  3,8 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962023259 |     288 |   289.0 |    0,35 | mscp58.txt |  3,8 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962027073 |     288 |   290.0 |    0,69 | mscp58.txt |  3,5 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962030542 |     288 |   293.0 |    1,74 | mscp58.txt |  3,4 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962033938 |     288 |   289.0 |    0,35 | mscp58.txt |  3,3 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962037259 |     288 |   289.0 |    0,35 | mscp58.txt |  3,6 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962040828 |     288 |   294.0 |    2,08 | mscp58.txt |  4,4 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962045252 |     288 |   288.0 |    0,00 | mscp58.txt |  4,2 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962049435 |     288 |   290.0 |    0,69 | mscp58.txt |  3,4 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962052801 |     288 |   290.0 |    0,69 | mscp58.txt |  3,5 |
