| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965963892 |     243 |   253.0 |    4,12 | mscpc3.txt |   17 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560965980849 |     243 |   253.0 |    4,12 | mscpc3.txt |   21 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966002121 |     243 |   248.0 |    2,06 | mscpc3.txt |   13 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966015503 |     243 |   251.0 |    3,29 | mscpc3.txt |   22 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966037613 |     243 |   258.0 |    6,17 | mscpc3.txt |   14 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966051731 |     243 |   250.0 |    2,88 | mscpc3.txt |   10 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966061792 |     243 |   253.0 |    4,12 | mscpc3.txt |   11 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966072459 |     243 |   250.0 |    2,88 | mscpc3.txt |   29 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966101691 |     243 |   252.0 |    3,70 | mscpc3.txt |   17 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966118412 |     243 |   252.0 |    3,70 | mscpc3.txt |   13 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966131755 |     243 |   250.0 |    2,88 | mscpc3.txt |   12 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966143594 |     243 |   251.0 |    3,29 | mscpc3.txt |   44 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966187886 |     243 |   252.0 |    3,70 | mscpc3.txt |  9,9 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966197775 |     243 |   243.0 |    0,00 | mscpc3.txt |   13 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966210305 |     243 |   249.0 |    2,47 | mscpc3.txt |   11 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966221524 |     243 |   249.0 |    2,47 | mscpc3.txt |   14 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966235271 |     243 |   252.0 |    3,70 | mscpc3.txt |   10 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966245417 |     243 |   251.0 |    3,29 | mscpc3.txt |   40 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966285264 |     243 |   248.0 |    2,06 | mscpc3.txt |   15 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966300458 |     243 |   254.0 |    4,53 | mscpc3.txt |   12 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966312824 |     243 |   256.0 |    5,35 | mscpc3.txt |  9,3 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966322130 |     243 |   258.0 |    6,17 | mscpc3.txt |   16 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966337692 |     243 |   259.0 |    6,58 | mscpc3.txt |   43 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966380485 |     243 |   252.0 |    3,70 | mscpc3.txt |   12 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966392257 |     243 |   261.0 |    7,41 | mscpc3.txt |   12 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966404027 |     243 |   249.0 |    2,47 | mscpc3.txt |  9,3 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966413328 |     243 |   250.0 |    2,88 | mscpc3.txt |   16 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966429164 |     243 |   258.0 |    6,17 | mscpc3.txt |   12 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966441274 |     243 |   249.0 |    2,47 | mscpc3.txt |   10 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966451714 |     243 |   251.0 |    3,29 | mscpc3.txt |  9,3 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560966461006 |     243 |   261.0 |    7,41 | mscpc3.txt |   12 |
