| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970713693 |      27 |  3812.0 |14018,52 |mscpnre3.txt |   19 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970732787 |      27 |  3761.0 |13829,63 |mscpnre3.txt |   19 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970751974 |      27 |  3725.0 |13696,30 |mscpnre3.txt |   19 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970770755 |      27 |  3887.0 |14296,30 |mscpnre3.txt |   19 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970789459 |      27 |  3754.0 |13803,70 |mscpnre3.txt |   19 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970808350 |      27 |  3669.0 |13488,89 |mscpnre3.txt |   19 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970827373 |      27 |  3761.0 |13829,63 |mscpnre3.txt |   19 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970846360 |      27 |  3817.0 |14037,04 |mscpnre3.txt |   19 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970865315 |      27 |  3773.0 |13874,07 |mscpnre3.txt |   19 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970884299 |      27 |  3795.0 |13955,56 |mscpnre3.txt |   19 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970903305 |      27 |  3557.0 |13074,07 |mscpnre3.txt |   19 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970922103 |      27 |  3745.0 |13770,37 |mscpnre3.txt |   19 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970940970 |      27 |  3828.0 |14077,78 |mscpnre3.txt |   19 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970959804 |      27 |  3772.0 |13870,37 |mscpnre3.txt |   19 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970978669 |      27 |  3795.0 |13955,56 |mscpnre3.txt |   19 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560970997701 |      27 |  3956.0 |14551,85 |mscpnre3.txt |   19 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971016557 |      27 |  3757.0 |13814,81 |mscpnre3.txt |   19 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971035515 |      27 |  3875.0 |14251,85 |mscpnre3.txt |   19 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971054345 |      27 |  3767.0 |13851,85 |mscpnre3.txt |   19 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971073370 |      27 |  3812.0 |14018,52 |mscpnre3.txt |   19 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971092599 |      27 |  3872.0 |14240,74 |mscpnre3.txt |   19 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971111532 |      27 |  3791.0 |13940,74 |mscpnre3.txt |   19 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971130347 |      27 |  3783.0 |13911,11 |mscpnre3.txt |   19 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971149095 |      27 |  3870.0 |14233,33 |mscpnre3.txt |   19 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971167921 |      27 |  3830.0 |14085,19 |mscpnre3.txt |   19 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971186920 |      27 |  3877.0 |14259,26 |mscpnre3.txt |   19 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971205824 |      27 |  3855.0 |14177,78 |mscpnre3.txt |   19 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971224783 |      27 |  3826.0 |14070,37 |mscpnre3.txt |   19 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971243847 |      27 |  3781.0 |13903,70 |mscpnre3.txt |   19 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971262832 |      27 |  3742.0 |13759,26 |mscpnre3.txt |   19 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971281816 |      27 |  3757.0 |13814,81 |mscpnre3.txt |   19 |
