| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972580638 |      14 |  2585.0 |18364,29 |mscpnrf1.txt |   15 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972595865 |      14 |  2522.0 |17914,29 |mscpnrf1.txt |   15 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972611208 |      14 |  2522.0 |17914,29 |mscpnrf1.txt |   15 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972626291 |      14 |  2573.0 |18278,57 |mscpnrf1.txt |   15 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972641583 |      14 |  2446.0 |17371,43 |mscpnrf1.txt |   15 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972657045 |      14 |  2545.0 |18078,57 |mscpnrf1.txt |   16 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972672617 |      14 |  2424.0 |17214,29 |mscpnrf1.txt |   16 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972688241 |      14 |  2500.0 |17757,14 |mscpnrf1.txt |   15 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972703587 |      14 |  2499.0 |17750,00 |mscpnrf1.txt |   15 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972718604 |      14 |  2514.0 |17857,14 |mscpnrf1.txt |   15 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972733634 |      14 |  2581.0 |18335,71 |mscpnrf1.txt |   15 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972748607 |      14 |  2579.0 |18321,43 |mscpnrf1.txt |   15 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972763748 |      14 |  2587.0 |18378,57 |mscpnrf1.txt |   15 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972778814 |      14 |  2581.0 |18335,71 |mscpnrf1.txt |   15 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972793808 |      14 |  2534.0 |18000,00 |mscpnrf1.txt |   15 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972808894 |      14 |  2539.0 |18035,71 |mscpnrf1.txt |   15 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972823964 |      14 |  2478.0 |17600,00 |mscpnrf1.txt |   15 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972839156 |      14 |  2487.0 |17664,29 |mscpnrf1.txt |   15 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972854135 |      14 |  2452.0 |17414,29 |mscpnrf1.txt |   15 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972869282 |      14 |  2416.0 |17157,14 |mscpnrf1.txt |   15 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972884523 |      14 |  2532.0 |17985,71 |mscpnrf1.txt |   15 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972899709 |      14 |  2575.0 |18292,86 |mscpnrf1.txt |   15 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972914666 |      14 |  2617.0 |18592,86 |mscpnrf1.txt |   15 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972929874 |      14 |  2515.0 |17864,29 |mscpnrf1.txt |   15 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972944936 |      14 |  2611.0 |18550,00 |mscpnrf1.txt |   15 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972959981 |      14 |  2508.0 |17814,29 |mscpnrf1.txt |   15 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972974928 |      14 |  2550.0 |18114,29 |mscpnrf1.txt |   15 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560972989946 |      14 |  2546.0 |18085,71 |mscpnrf1.txt |   15 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560973004876 |      14 |  2520.0 |17900,00 |mscpnrf1.txt |   15 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560973019885 |      14 |  2559.0 |18178,57 |mscpnrf1.txt |   15 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560973034899 |      14 |  2498.0 |17742,86 |mscpnrf1.txt |   15 |
