| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971300856 |      28 |  4330.0 |15364,29 |mscpnre4.txt |   20 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971321004 |      28 |  4296.0 |15242,86 |mscpnre4.txt |   20 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971341216 |      28 |  4276.0 |15171,43 |mscpnre4.txt |   20 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971361374 |      28 |  4243.0 |15053,57 |mscpnre4.txt |   20 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971381540 |      28 |  4157.0 |14746,43 |mscpnre4.txt |   20 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971401871 |      28 |  4137.0 |14675,00 |mscpnre4.txt |   20 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971422111 |      28 |  4097.0 |14532,14 |mscpnre4.txt |   20 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971442413 |      28 |  4117.0 |14603,57 |mscpnre4.txt |   20 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971462684 |      28 |  4312.0 |15300,00 |mscpnre4.txt |   20 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971482937 |      28 |  4282.0 |15192,86 |mscpnre4.txt |   20 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971503239 |      28 |  4072.0 |14442,86 |mscpnre4.txt |   20 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971523567 |      28 |  4309.0 |15289,29 |mscpnre4.txt |   20 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971543861 |      28 |  4182.0 |14835,71 |mscpnre4.txt |   20 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971564079 |      28 |  4156.0 |14742,86 |mscpnre4.txt |   20 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971584252 |      28 |  4167.0 |14782,14 |mscpnre4.txt |   20 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971604445 |      28 |  4226.0 |14992,86 |mscpnre4.txt |   20 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971624670 |      28 |  4149.0 |14717,86 |mscpnre4.txt |   20 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971644859 |      28 |  4354.0 |15450,00 |mscpnre4.txt |   20 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971665049 |      28 |  4086.0 |14492,86 |mscpnre4.txt |   20 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971685460 |      28 |  4256.0 |15100,00 |mscpnre4.txt |   20 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971705675 |      28 |  4190.0 |14864,29 |mscpnre4.txt |   20 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971726066 |      28 |  4151.0 |14725,00 |mscpnre4.txt |   20 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971746214 |      28 |  4294.0 |15235,71 |mscpnre4.txt |   20 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971766709 |      28 |  4234.0 |15021,43 |mscpnre4.txt |   20 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971787005 |      28 |  4243.0 |15053,57 |mscpnre4.txt |   20 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971807074 |      28 |  4336.0 |15385,71 |mscpnre4.txt |   20 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971827181 |      28 |  4201.0 |14903,57 |mscpnre4.txt |   20 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971847255 |      28 |  4149.0 |14717,86 |mscpnre4.txt |   20 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971867462 |      28 |  4165.0 |14775,00 |mscpnre4.txt |   20 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971887577 |      28 |  4101.0 |14546,43 |mscpnre4.txt |   20 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560971907748 |      28 |  4217.0 |14960,71 |mscpnre4.txt |   20 |
