| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962172591 |     265 |   272.0 |    2,64 |mscp510.txt |  4,0 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962176591 |     265 |   272.0 |    2,64 |mscp510.txt |  4,3 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962180903 |     265 |   268.0 |    1,13 |mscp510.txt |  3,6 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962184458 |     265 |   269.0 |    1,51 |mscp510.txt |  4,1 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962188560 |     265 |   272.0 |    2,64 |mscp510.txt |  2,9 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962191474 |     265 |   269.0 |    1,51 |mscp510.txt |  3,8 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962195255 |     265 |   272.0 |    2,64 |mscp510.txt |  3,2 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962198455 |     265 |   268.0 |    1,13 |mscp510.txt |  4,4 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962202812 |     265 |   269.0 |    1,51 |mscp510.txt |  3,6 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962206364 |     265 |   269.0 |    1,51 |mscp510.txt |  3,7 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962210052 |     265 |   271.0 |    2,26 |mscp510.txt |  4,3 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962214397 |     265 |   271.0 |    2,26 |mscp510.txt |  3,6 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962217969 |     265 |   268.0 |    1,13 |mscp510.txt |  4,5 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962222446 |     265 |   276.0 |    4,15 |mscp510.txt |  3,2 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962225672 |     265 |   267.0 |    0,75 |mscp510.txt |  4,4 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962230057 |     265 |   269.0 |    1,51 |mscp510.txt |  3,3 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962233362 |     265 |   267.0 |    0,75 |mscp510.txt |  3,7 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962237062 |     265 |   271.0 |    2,26 |mscp510.txt |  3,5 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962240610 |     265 |   268.0 |    1,13 |mscp510.txt |  4,1 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962244675 |     265 |   268.0 |    1,13 |mscp510.txt |  4,3 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962249014 |     265 |   268.0 |    1,13 |mscp510.txt |  3,6 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962252662 |     265 |   270.0 |    1,89 |mscp510.txt |  4,0 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962256705 |     265 |   269.0 |    1,51 |mscp510.txt |  3,6 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962260305 |     265 |   273.0 |    3,02 |mscp510.txt |  3,3 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962263569 |     265 |   268.0 |    1,13 |mscp510.txt |  3,7 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962267306 |     265 |   269.0 |    1,51 |mscp510.txt |  3,3 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962270581 |     265 |   269.0 |    1,51 |mscp510.txt |  3,3 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962273913 |     265 |   270.0 |    1,89 |mscp510.txt |  3,6 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962277490 |     265 |   269.0 |    1,51 |mscp510.txt |  3,7 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962281140 |     265 |   274.0 |    3,40 |mscp510.txt |  3,3 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560962284441 |     265 |   272.0 |    2,64 |mscp510.txt |  3,3 |
