| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960451055 |     494 |   500.0 |    1,21 | mscp44.txt |  3,3 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960454385 |     494 |   495.0 |    0,20 | mscp44.txt |  3,2 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960457536 |     494 |   500.0 |    1,21 | mscp44.txt |  3,7 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960461211 |     494 |   495.0 |    0,20 | mscp44.txt |  3,0 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960464244 |     494 |   498.0 |    0,81 | mscp44.txt |  3,4 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960467638 |     494 |   496.0 |    0,40 | mscp44.txt |  3,4 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960471078 |     494 |   500.0 |    1,21 | mscp44.txt |  3,3 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960474413 |     494 |   496.0 |    0,40 | mscp44.txt |  3,6 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960478013 |     494 |   496.0 |    0,40 | mscp44.txt |  3,3 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960481344 |     494 |   495.0 |    0,20 | mscp44.txt |  3,1 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960484435 |     494 |   500.0 |    1,21 | mscp44.txt |  2,8 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960487234 |     494 |   496.0 |    0,40 | mscp44.txt |  4,1 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960491302 |     494 |   496.0 |    0,40 | mscp44.txt |  3,5 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960494823 |     494 |   495.0 |    0,20 | mscp44.txt |  3,1 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960497897 |     494 |   508.0 |    2,83 | mscp44.txt |  4,1 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960502002 |     494 |   504.0 |    2,02 | mscp44.txt |  4,4 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960506384 |     494 |   495.0 |    0,20 | mscp44.txt |  2,9 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960509249 |     494 |   495.0 |    0,20 | mscp44.txt |  3,5 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960512717 |     494 |   496.0 |    0,40 | mscp44.txt |  3,1 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960515804 |     494 |   496.0 |    0,40 | mscp44.txt |  3,2 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960518992 |     494 |   495.0 |    0,20 | mscp44.txt |  2,8 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960521782 |     494 |   500.0 |    1,21 | mscp44.txt |  4,0 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960525830 |     494 |   495.0 |    0,20 | mscp44.txt |  3,3 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960529098 |     494 |   496.0 |    0,40 | mscp44.txt |  2,8 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960531877 |     494 |   497.0 |    0,61 | mscp44.txt |  3,2 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960535113 |     494 |   500.0 |    1,21 | mscp44.txt |  2,8 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960537886 |     494 |   510.0 |    3,24 | mscp44.txt |  3,8 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960541679 |     494 |   500.0 |    1,21 | mscp44.txt |  3,6 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960545285 |     494 |   495.0 |    0,20 | mscp44.txt |  3,0 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960548333 |     494 |   495.0 |    0,20 | mscp44.txt |  2,9 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560960551239 |     494 |   500.0 |    1,21 | mscp44.txt |  3,0 |
