| # | Nest |     Clusters |        Pesos | %Desc |#Iter |      semilla | BestFit |GottedFit |        RDP |  instancia | time |
-------------------------------------------------------------------------------------------------
| 1 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992326138 |      55 | 18421.0 |33392,73 |mscpnrh5.txt |   70 |
| 2 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992395803 |      55 | 18095.0 |32800,00 |mscpnrh5.txt |   70 |
| 3 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992465420 |      55 | 17569.0 |31843,64 |mscpnrh5.txt |   70 |
| 4 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992534938 |      55 | 18377.0 |33312,73 |mscpnrh5.txt |   69 |
| 5 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992604199 |      55 | 18460.0 |33463,64 |mscpnrh5.txt |   70 |
| 6 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992673953 |      55 | 17554.0 |31816,36 |mscpnrh5.txt |   69 |
| 7 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992743172 |      55 | 18178.0 |32950,91 |mscpnrh5.txt |   69 |
| 8 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992812554 |      55 | 18012.0 |32649,09 |mscpnrh5.txt |   69 |
| 9 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992881540 |      55 | 18141.0 |32883,64 |mscpnrh5.txt |   69 |
|10 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560992950664 |      55 | 18365.0 |33290,91 |mscpnrh5.txt |   69 |
|11 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993019579 |      55 | 18200.0 |32990,91 |mscpnrh5.txt |   69 |
|12 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993088496 |      55 | 18373.0 |33305,45 |mscpnrh5.txt |   68 |
|13 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993156819 |      55 | 18158.0 |32914,54 |mscpnrh5.txt |   68 |
|14 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993225091 |      55 | 18026.0 |32674,54 |mscpnrh5.txt |   68 |
|15 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993293510 |      55 | 18028.0 |32678,18 |mscpnrh5.txt |   68 |
|16 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993361751 |      55 | 18320.0 |33209,09 |mscpnrh5.txt |   68 |
|17 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993429663 |      55 | 18158.0 |32914,54 |mscpnrh5.txt |   68 |
|18 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993497954 |      55 | 18163.0 |32923,64 |mscpnrh5.txt |   69 |
|19 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993566469 |      55 | 18256.0 |33092,73 |mscpnrh5.txt |   68 |
|20 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993634624 |      55 | 18353.0 |33269,09 |mscpnrh5.txt |   69 |
|21 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993703492 |      55 | 18320.0 |33209,09 |mscpnrh5.txt |   69 |
|22 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993772536 |      55 | 18260.0 |33100,00 |mscpnrh5.txt |   69 |
|23 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993841594 |      55 | 17781.0 |32229,09 |mscpnrh5.txt |   69 |
|24 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993910910 |      55 | 18398.0 |33350,91 |mscpnrh5.txt |   69 |
|25 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560993979814 |      55 | 18310.0 |33190,91 |mscpnrh5.txt |   69 |
|26 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560994048782 |      55 | 18233.0 |33050,91 |mscpnrh5.txt |   69 |
|27 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560994117511 |      55 | 17943.0 |32523,64 |mscpnrh5.txt |   69 |
|28 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560994186409 |      55 | 18063.0 |32741,82 |mscpnrh5.txt |   69 |
|29 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560994255652 |      55 | 18153.0 |32905,45 |mscpnrh5.txt |   70 |
|30 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560994325153 |      55 | 18449.0 |33443,64 |mscpnrh5.txt |   70 |
|31 |   25 |            3 |[0.04, 0.06, 0.08] |  0.25 | 2500 |1560994394785 |      55 | 17915.0 |32472,73 |mscpnrh5.txt |   70 |
